species	interaction_name	interaction_name_2	ligand	receptor	pathway_name	annotation	version
human	WNT2B_FZD10_LRP6	WNT2B - (FZD10+LRP6)	WNT2B	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD2_LRP5	WNT2B - (FZD2+LRP5)	WNT2B	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD2_LRP6	WNT2B - (FZD2+LRP6)	WNT2B	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD3_LRP5	WNT2B - (FZD3+LRP5)	WNT2B	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD3_LRP6	WNT2B - (FZD3+LRP6)	WNT2B	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD4_LRP5	WNT2B - (FZD4+LRP5)	WNT2B	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD4_LRP6	WNT2B - (FZD4+LRP6)	WNT2B	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD5_LRP5	WNT2B - (FZD5+LRP5)	WNT2B	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD5_LRP6	WNT2B - (FZD5+LRP6)	WNT2B	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD6_LRP5	WNT2B - (FZD6+LRP5)	WNT2B	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD6_LRP6	WNT2B - (FZD6+LRP6)	WNT2B	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD7_LRP5	WNT2B - (FZD7+LRP5)	WNT2B	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD7_LRP6	WNT2B - (FZD7+LRP6)	WNT2B	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD8_LRP5	WNT2B - (FZD8+LRP5)	WNT2B	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD8_LRP6	WNT2B - (FZD8+LRP6)	WNT2B	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD9_LRP5	WNT2B - (FZD9+LRP5)	WNT2B	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT2B_FZD9_LRP6	WNT2B - (FZD9+LRP6)	WNT2B	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD1_LRP5	WNT3 - (FZD1+LRP5)	WNT3	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD1_LRP6	WNT3 - (FZD1+LRP6)	WNT3	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD10_LRP5	WNT3 - (FZD10+LRP5)	WNT3	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD10_LRP6	WNT3 - (FZD10+LRP6)	WNT3	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD2_LRP5	WNT3 - (FZD2+LRP5)	WNT3	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD2_LRP6	WNT3 - (FZD2+LRP6)	WNT3	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD3_LRP5	WNT3 - (FZD3+LRP5)	WNT3	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD3_LRP6	WNT3 - (FZD3+LRP6)	WNT3	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD4_LRP5	WNT3 - (FZD4+LRP5)	WNT3	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD4_LRP6	WNT3 - (FZD4+LRP6)	WNT3	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD5_LRP5	WNT3 - (FZD5+LRP5)	WNT3	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD5_LRP6	WNT3 - (FZD5+LRP6)	WNT3	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD6_LRP5	WNT3 - (FZD6+LRP5)	WNT3	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD6_LRP6	WNT3 - (FZD6+LRP6)	WNT3	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD7_LRP5	WNT3 - (FZD7+LRP5)	WNT3	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD7_LRP6	WNT3 - (FZD7+LRP6)	WNT3	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD8_LRP5	WNT3 - (FZD8+LRP5)	WNT3	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD8_LRP6	WNT3 - (FZD8+LRP6)	WNT3	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD9_LRP5	WNT3 - (FZD9+LRP5)	WNT3	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3_FZD9_LRP6	WNT3 - (FZD9+LRP6)	WNT3	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD1_LRP5	WNT3A - (FZD1+LRP5)	WNT3A	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD1_LRP6	WNT3A - (FZD1+LRP6)	WNT3A	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD10_LRP5	WNT3A - (FZD10+LRP5)	WNT3A	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD10_LRP6	WNT3A - (FZD10+LRP6)	WNT3A	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD2_LRP5	WNT3A - (FZD2+LRP5)	WNT3A	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD2_LRP6	WNT3A - (FZD2+LRP6)	WNT3A	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD3_LRP5	WNT3A - (FZD3+LRP5)	WNT3A	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD3_LRP6	WNT3A - (FZD3+LRP6)	WNT3A	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD4_LRP5	WNT3A - (FZD4+LRP5)	WNT3A	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD4_LRP6	WNT3A - (FZD4+LRP6)	WNT3A	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD5_LRP5	WNT3A - (FZD5+LRP5)	WNT3A	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD5_LRP6	WNT3A - (FZD5+LRP6)	WNT3A	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD6_LRP5	WNT3A - (FZD6+LRP5)	WNT3A	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD6_LRP6	WNT3A - (FZD6+LRP6)	WNT3A	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD7_LRP5	WNT3A - (FZD7+LRP5)	WNT3A	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD7_LRP6	WNT3A - (FZD7+LRP6)	WNT3A	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD8_LRP5	WNT3A - (FZD8+LRP5)	WNT3A	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD8_LRP6	WNT3A - (FZD8+LRP6)	WNT3A	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD9_LRP5	WNT3A - (FZD9+LRP5)	WNT3A	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT3A_FZD9_LRP6	WNT3A - (FZD9+LRP6)	WNT3A	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD1_LRP5	WNT4 - (FZD1+LRP5)	WNT4	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD1_LRP6	WNT4 - (FZD1+LRP6)	WNT4	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD10_LRP5	WNT4 - (FZD10+LRP5)	WNT4	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD10_LRP6	WNT4 - (FZD10+LRP6)	WNT4	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD2_LRP5	WNT4 - (FZD2+LRP5)	WNT4	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD2_LRP6	WNT4 - (FZD2+LRP6)	WNT4	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD3_LRP5	WNT4 - (FZD3+LRP5)	WNT4	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD3_LRP6	WNT4 - (FZD3+LRP6)	WNT4	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD4_LRP5	WNT4 - (FZD4+LRP5)	WNT4	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD4_LRP6	WNT4 - (FZD4+LRP6)	WNT4	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD5_LRP5	WNT4 - (FZD5+LRP5)	WNT4	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD5_LRP6	WNT4 - (FZD5+LRP6)	WNT4	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD6_LRP5	WNT4 - (FZD6+LRP5)	WNT4	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD6_LRP6	WNT4 - (FZD6+LRP6)	WNT4	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD7_LRP5	WNT4 - (FZD7+LRP5)	WNT4	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD7_LRP6	WNT4 - (FZD7+LRP6)	WNT4	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD8_LRP5	WNT4 - (FZD8+LRP5)	WNT4	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD8_LRP6	WNT4 - (FZD8+LRP6)	WNT4	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD9_LRP5	WNT4 - (FZD9+LRP5)	WNT4	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT4_FZD9_LRP6	WNT4 - (FZD9+LRP6)	WNT4	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD1_LRP5	WNT6 - (FZD1+LRP5)	WNT6	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD1_LRP6	WNT6 - (FZD1+LRP6)	WNT6	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD10_LRP5	WNT6 - (FZD10+LRP5)	WNT6	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD10_LRP6	WNT6 - (FZD10+LRP6)	WNT6	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD2_LRP5	WNT6 - (FZD2+LRP5)	WNT6	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD2_LRP6	WNT6 - (FZD2+LRP6)	WNT6	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD3_LRP5	WNT6 - (FZD3+LRP5)	WNT6	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD3_LRP6	WNT6 - (FZD3+LRP6)	WNT6	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD4_LRP5	WNT6 - (FZD4+LRP5)	WNT6	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD4_LRP6	WNT6 - (FZD4+LRP6)	WNT6	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD5_LRP5	WNT6 - (FZD5+LRP5)	WNT6	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD5_LRP6	WNT6 - (FZD5+LRP6)	WNT6	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD6_LRP5	WNT6 - (FZD6+LRP5)	WNT6	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD6_LRP6	WNT6 - (FZD6+LRP6)	WNT6	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD7_LRP5	WNT6 - (FZD7+LRP5)	WNT6	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD7_LRP6	WNT6 - (FZD7+LRP6)	WNT6	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD8_LRP5	WNT6 - (FZD8+LRP5)	WNT6	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD8_LRP6	WNT6 - (FZD8+LRP6)	WNT6	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD9_LRP5	WNT6 - (FZD9+LRP5)	WNT6	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT6_FZD9_LRP6	WNT6 - (FZD9+LRP6)	WNT6	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD1_LRP5	WNT7A - (FZD1+LRP5)	WNT7A	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD1_LRP6	WNT7A - (FZD1+LRP6)	WNT7A	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD10_LRP5	WNT7A - (FZD10+LRP5)	WNT7A	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD10_LRP6	WNT7A - (FZD10+LRP6)	WNT7A	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD2_LRP5	WNT7A - (FZD2+LRP5)	WNT7A	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD2_LRP6	WNT7A - (FZD2+LRP6)	WNT7A	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD3_LRP5	WNT7A - (FZD3+LRP5)	WNT7A	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD3_LRP6	WNT7A - (FZD3+LRP6)	WNT7A	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD4_LRP5	WNT7A - (FZD4+LRP5)	WNT7A	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD4_LRP6	WNT7A - (FZD4+LRP6)	WNT7A	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD5_LRP5	WNT7A - (FZD5+LRP5)	WNT7A	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD5_LRP6	WNT7A - (FZD5+LRP6)	WNT7A	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD6_LRP5	WNT7A - (FZD6+LRP5)	WNT7A	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD6_LRP6	WNT7A - (FZD6+LRP6)	WNT7A	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD7_LRP5	WNT7A - (FZD7+LRP5)	WNT7A	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD7_LRP6	WNT7A - (FZD7+LRP6)	WNT7A	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD8_LRP5	WNT7A - (FZD8+LRP5)	WNT7A	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD8_LRP6	WNT7A - (FZD8+LRP6)	WNT7A	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD9_LRP5	WNT7A - (FZD9+LRP5)	WNT7A	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7A_FZD9_LRP6	WNT7A - (FZD9+LRP6)	WNT7A	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD1_LRP5	WNT7B - (FZD1+LRP5)	WNT7B	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD1_LRP6	WNT7B - (FZD1+LRP6)	WNT7B	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD10_LRP5	WNT7B - (FZD10+LRP5)	WNT7B	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD10_LRP6	WNT7B - (FZD10+LRP6)	WNT7B	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD2_LRP5	WNT7B - (FZD2+LRP5)	WNT7B	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD2_LRP6	WNT7B - (FZD2+LRP6)	WNT7B	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD3_LRP5	WNT7B - (FZD3+LRP5)	WNT7B	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD3_LRP6	WNT7B - (FZD3+LRP6)	WNT7B	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD4_LRP5	WNT7B - (FZD4+LRP5)	WNT7B	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD4_LRP6	WNT7B - (FZD4+LRP6)	WNT7B	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD5_LRP5	WNT7B - (FZD5+LRP5)	WNT7B	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD5_LRP6	WNT7B - (FZD5+LRP6)	WNT7B	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD6_LRP5	WNT7B - (FZD6+LRP5)	WNT7B	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD6_LRP6	WNT7B - (FZD6+LRP6)	WNT7B	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD7_LRP5	WNT7B - (FZD7+LRP5)	WNT7B	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD7_LRP6	WNT7B - (FZD7+LRP6)	WNT7B	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD8_LRP5	WNT7B - (FZD8+LRP5)	WNT7B	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD8_LRP6	WNT7B - (FZD8+LRP6)	WNT7B	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD9_LRP5	WNT7B - (FZD9+LRP5)	WNT7B	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT7B_FZD9_LRP6	WNT7B - (FZD9+LRP6)	WNT7B	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD1_LRP5	WNT8A - (FZD1+LRP5)	WNT8A	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD1_LRP6	WNT8A - (FZD1+LRP6)	WNT8A	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD10_LRP5	WNT8A - (FZD10+LRP5)	WNT8A	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD10_LRP6	WNT8A - (FZD10+LRP6)	WNT8A	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD2_LRP5	WNT8A - (FZD2+LRP5)	WNT8A	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD2_LRP6	WNT8A - (FZD2+LRP6)	WNT8A	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD3_LRP5	WNT8A - (FZD3+LRP5)	WNT8A	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD3_LRP6	WNT8A - (FZD3+LRP6)	WNT8A	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD4_LRP5	WNT8A - (FZD4+LRP5)	WNT8A	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD4_LRP6	WNT8A - (FZD4+LRP6)	WNT8A	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD5_LRP5	WNT8A - (FZD5+LRP5)	WNT8A	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD5_LRP6	WNT8A - (FZD5+LRP6)	WNT8A	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD6_LRP5	WNT8A - (FZD6+LRP5)	WNT8A	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD6_LRP6	WNT8A - (FZD6+LRP6)	WNT8A	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD7_LRP5	WNT8A - (FZD7+LRP5)	WNT8A	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD7_LRP6	WNT8A - (FZD7+LRP6)	WNT8A	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD8_LRP5	WNT8A - (FZD8+LRP5)	WNT8A	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD8_LRP6	WNT8A - (FZD8+LRP6)	WNT8A	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD9_LRP5	WNT8A - (FZD9+LRP5)	WNT8A	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8A_FZD9_LRP6	WNT8A - (FZD9+LRP6)	WNT8A	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD1_LRP5	WNT8B - (FZD1+LRP5)	WNT8B	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD1_LRP6	WNT8B - (FZD1+LRP6)	WNT8B	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD10_LRP5	WNT8B - (FZD10+LRP5)	WNT8B	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD10_LRP6	WNT8B - (FZD10+LRP6)	WNT8B	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD2_LRP5	WNT8B - (FZD2+LRP5)	WNT8B	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD2_LRP6	WNT8B - (FZD2+LRP6)	WNT8B	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD3_LRP5	WNT8B - (FZD3+LRP5)	WNT8B	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD3_LRP6	WNT8B - (FZD3+LRP6)	WNT8B	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD4_LRP5	WNT8B - (FZD4+LRP5)	WNT8B	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD4_LRP6	WNT8B - (FZD4+LRP6)	WNT8B	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD5_LRP5	WNT8B - (FZD5+LRP5)	WNT8B	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD5_LRP6	WNT8B - (FZD5+LRP6)	WNT8B	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD6_LRP5	WNT8B - (FZD6+LRP5)	WNT8B	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD6_LRP6	WNT8B - (FZD6+LRP6)	WNT8B	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD7_LRP5	WNT8B - (FZD7+LRP5)	WNT8B	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD7_LRP6	WNT8B - (FZD7+LRP6)	WNT8B	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD8_LRP5	WNT8B - (FZD8+LRP5)	WNT8B	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD8_LRP6	WNT8B - (FZD8+LRP6)	WNT8B	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD9_LRP5	WNT8B - (FZD9+LRP5)	WNT8B	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT8B_FZD9_LRP6	WNT8B - (FZD9+LRP6)	WNT8B	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD1_LRP5	WNT9A - (FZD1+LRP5)	WNT9A	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD1_LRP6	WNT9A - (FZD1+LRP6)	WNT9A	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD10_LRP5	WNT9A - (FZD10+LRP5)	WNT9A	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD10_LRP6	WNT9A - (FZD10+LRP6)	WNT9A	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD2_LRP5	WNT9A - (FZD2+LRP5)	WNT9A	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD2_LRP6	WNT9A - (FZD2+LRP6)	WNT9A	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD3_LRP5	WNT9A - (FZD3+LRP5)	WNT9A	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD3_LRP6	WNT9A - (FZD3+LRP6)	WNT9A	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD4_LRP5	WNT9A - (FZD4+LRP5)	WNT9A	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD4_LRP6	WNT9A - (FZD4+LRP6)	WNT9A	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD5_LRP5	WNT9A - (FZD5+LRP5)	WNT9A	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD5_LRP6	WNT9A - (FZD5+LRP6)	WNT9A	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD6_LRP5	WNT9A - (FZD6+LRP5)	WNT9A	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
